地区,名称,地址,级别
山西,寿阳县生云博物馆,山西省晋中市寿阳县荣家垴村76号,无级别
山西,广灵剪纸艺术博物馆,山西省大同市广灵县城东,无级别
山西,高平市博物馆,山西省晋城市高平市神农路中段,无级别
山西,八路军总部北村旧址纪念馆,山西省长治潞城区潞城县西部,无级别
山西,山西税收博物馆,山西省长治市长兴中路117号,无级别
山西,沁源县文物馆,山西省长治市沁源县沁河镇东门街,无级别
山西,武乡县八路军总部旧址百团大战纪念馆,山西省长治市武乡县蟠龙镇砖壁村,无级别
山西,武乡县八路军总部旧址王家峪纪念馆,山西省长治市武乡县韩北乡王家峪村,无级别
山西,黎城县文博馆,山西省长治市黎城县河下东街95号,无级别
山西,平顺县文物博物馆,山西省长治市平顺县城关镇府前街,无级别
山西,长子县博物馆,山西省长治市长子县东大街,无级别
山西,山西长治县文物博物馆,山西省长治市上党区城政东路,无级别
山西,介休市博物馆,山西省晋中市介休县城西庙底街20号,无级别
山西,昔阳县博物馆,山西省晋中市昔阳新建路8号,无级别
山西,灵石县博物馆,山西省晋中市灵石县迎宾路文化艺术中心大楼三层,无级别
山西,刘胡兰纪念馆,山西省吕梁市文水县胡兰村南,无级别
山西,汾阳市博物馆,山西省吕梁市汾阳市南大街庙前街4号,无级别
山西,文水县武则天纪念馆,山西省吕梁市文水县凤城镇南徐村,无级别
山西,文水县博物馆,山西吕梁市省文水县西大街18号,无级别
山西,方山县博物馆,山西省吕梁市方山县积翠公园内,无级别
山西,五台县博物馆,山西省概述编辑五台县城东米市街,无级别
山西,忻州市博物馆,山西省忻州市长征西街47号,无级别
山西,岢岚县博物馆,山西省忻州市岢岚县鼓楼街25号,无级别
山西,静乐县博物馆,山西省忻州市静乐县,无级别
山西,偏关县博物馆,山西省忻州市偏关县新关镇三道,无级别
山西,西河头地道战纪念馆,山西省忻州市定襄县晋昌镇西河头村,无级别
山西,右玉县博物馆,山西省朔州市右玉县大东街,无级别
山西,朔州市平鲁区博物馆,山西省朔州市平鲁区文昌东街3号,无级别
山西,朔州市汉墓博物馆,山西省朔州市朔城区,无级别
山西,中国雕塑博物馆,山西省大同市城区,无级别
山西,大同煤矿“万人坑”遗址纪念馆,山西省大同市煤矿煤峪口矿建新街1号,无级别
山西,云冈石窟陈列馆,山西省大同市南郊区,无级别
山西,赵树理故居陈列馆,山西省晋城市沁水县南华门15号,无级别
山西,代县博物馆,山西省忻州市代县西南街,无级别
山西,吕梁市晋绥边区革命纪念馆,山西省吕梁市兴县蔡家崖村,无级别
山西,山西牺盟会决死队纪念馆,山西省长治市沁县定昌镇宣化巷51号,无级别
山西,沁县文物馆,山西省长治市沁县城南二郎山,无级别
山西,平型关大捷纪念馆,山西省大同市灵丘县白崖台乡白崖台村,无级别
山西,祁县珠算博物馆,山西省晋中市祁县古城东大街原渠家经理院,无级别
山西,长裕川晋商茶庄博物馆,无,无级别
山西,晋商镖局博物馆,无,无级别
山西,山西博物馆,山西省太原市万柏林区滨河西路北段13号,无级别
山西,长治市平顺西沟展览馆,山西省长治市平顺县西沟乡,无级别
山西,晋中市昔阳县大寨展览馆,山西省,无级别
山西,山西地质博物馆,山西省太原市尖草坪区滨河西路北段（省博物馆北侧）,无级别
山西,晋祠博物馆,山西省太原市晋源区晋祠镇,无级别
山西,山西慈善博物院,山西省运城市万荣县闫景村,无级别
山西,运城市国泰艺术博物馆,山西省运城市人民北路御沁园25幢4层,无级别
山西,垣曲县革命老区纪念馆,山西省垣曲县历山镇望仙村,无级别
山西,永济百佛阁博物馆,山西省永济市蒲津渡景区,无级别
山西,运城新民博物馆,山西省运城市圣惠南路新民中医院五楼,无级别
山西,临汾市平阳木版年画博物馆,山西省临汾市贡家胡同1号,无级别
山西,沁河民俗文化博物馆,山西省晋城市沁水县固县乡高村村,无级别
山西,左权县王艾甫抗日战争纪念馆,山西省左权县城西关前街26号,无级别
山西,左权县文史博物馆,山西省晋中市左权县大南街水门口14号,无级别
山西,苗世明藏报博物馆,山西省左权城内正北路,无级别
山西,祁县雨楼家俬博物馆,山西省祁县古城东大街32号,无级别
山西,山西中医药博物馆,山西省晋中市太谷县龟龄山庄1号,无级别
山西,吕梁北武当古兵器博物馆,山西省吕梁北武当文武学校(离石区崔家崖）,无级别
山西,蒲津渡遗址博物馆,山西省永济市蒲州镇西厢村,无级别
山西,平陆县博物馆,山西省平陆县财贸路53号,无级别
山西,稷山县博物馆,山西省运城市稷山县稷峰镇步行西街中段稷王庙,无级别
山西,新绛县博物馆,山西省运城市新绛县龙兴路2号,无级别
山西,夏县博物馆,山西省夏县解放南路21号,无级别
山西,闻喜县博物馆,山西省闻喜县桐城镇党政街72号,无级别
山西,临猗县博物馆,山西省运城市临猗县双塔北路269号,无级别
山西,绛县博物馆,山西省运城市绛县文庙路1号,无级别
山西,垣曲县自然博物馆,山西省运城市垣曲县新城大街103号,无级别
山西,河津市博物馆,山西省运城市河津市新耿南街63号,无级别
山西,永济市博物馆,山西省运城市永济市舜都大道9号,无级别
山西,芮城县博物馆,山西省运城市芮城县永乐广场,无级别
山西,河东盐业博物馆,山西省运城市盐湖区解放路南端池神庙,无级别
山西,永乐宫壁画艺术博物馆,山西省芮城县永乐北路78号,无级别
山西,运城市民俗博物馆,山西省运城市万荣县闫景村李家大院,无级别
山西,运城博物馆,山西省运城市盐湖区禹西路与魏风街交汇处,无级别
山西,浮山县博物馆,山西省临汾市浮山县尧山广场,无级别
山西,襄汾县博物馆,山西省襄汾县迎宾路6号,无级别
山西,晋国博物馆,山西省临汾市曲沃县曲村镇,无级别
山西,汾西县博物馆,山西省汾西县城新建街1号,无级别
山西,安泽县博物馆,山西省临汾市安泽县二中南街一巷八号,无级别
山西,翼城县博物馆,山西省临汾市翼城县唐兴镇城内村木坊街13号,无级别
山西,隰县博物馆,山西省隰县小西天,无级别
山西,曲沃县博物馆,山西省临汾市曲沃县曲村镇北赵村,无级别
山西,洪洞县博物馆,山西省关帝楼街1号,无级别
山西,霍州署博物馆,山西省临汾市霍州市东大街16号,无级别
山西,临汾市尧都区博物馆,山西省临汾市尧都区秦蜀路尧庙宫内,无级别
山西,临汾市丁村民俗博物馆,山西省临汾市襄汾县新城镇丁村,无级别
山西,临汾市博物馆,山西省临汾市尧都区海子边40号,无级别
山西,陵川县博物馆,山西省陵川县文化街40号,无级别
山西,阳城县文物博物馆,山西省晋城市阳城县南城上1号,无级别
山西,沁水县文史博物馆,山西省晋城市沁水县县城西街379号,无级别
山西,壶关县文物博物馆,山西省长治市壶关县新建路220号,无级别
山西,屯留县文物博物馆,山西省长治市屯留区麟绛西大街123号,无级别
山西,长治市郊区文物博物馆,山西省长治市郊区堠北庄镇二贤庄,无级别
山西,阳泉市博物馆,山西省阳泉市北大街东口,无级别
山西,孝义市博物馆,山西省孝义市永安路381号,无级别
山西,原平市博物馆,山西省原平市前进西街1902号,无级别
山西,宁武县博物馆,山西省宁武县东城区博物馆,无级别
山西,河曲县博物馆,山西省县城关帝庙,无级别
山西,繁峙县博物馆,山西省繁峙县城一道街,无级别
陕西,陕西历史博物馆,陕西省西安市雁塔区小寨东路91号,国家一级
陕西,昭陵博物馆,陕西省咸阳市礼泉县烟霞镇,国家二级
陕西,汉阳陵博物馆,陕西省西安市经济技术开发区泾河工业园机场路,国家一级
陕西,西安博物院,陕西省西安市碑林区友谊西路72号,国家一级
陕西,西安半坡博物馆,陕西省西安市灞桥区半坡路155号,国家一级
陕西,西安碑林博物馆,陕西省西安市碑林区三学街15号,国家一级
陕西,延安革命纪念馆,陕西省延安市王家坪圣地路1号,国家一级
陕西,茂陵博物馆,陕西省兴平市南位镇茂陵村南,国家二级
陕西,乾陵博物馆,陕西省咸阳市乾县城关镇永泰公主墓院内,国家二级
陕西,法门寺博物馆,陕西省宝鸡市扶风县法门镇,国家二级
陕西,西安事变纪念馆,陕西省西安市碑林区建国路69号杨馆,国家二级
陕西,八路军西安办事处纪念馆,陕西省西安市新城区北新街七贤庄1号,国家二级
陕西,宝鸡青铜器博物院,陕西省宝鸡市渭滨区滨河大道中华石鼓园,国家二级
陕西,耀州窑博物馆,陕西省铜川市王益区黄堡镇新宜南路25号,国家二级
陕西,西安大唐西市博物馆,陕西省西安市莲湖区劳动南路118号,国家二级
陕西,西安关中民俗艺术博物院,陕西省西安市长安区五台镇南五台山路1号,无级别
陕西,陕西自然博物馆,陕西省西安市雁塔区长安南路88号电视塔1楼,无级别
陕西,大明宫遗址博物馆,陕西省西安市新城区自强东路585号大明宫国家遗址公园内,无级别
陕西,西安市临潼区博物馆,陕西省西安市临潼区环城东路1号,国家三级
陕西,西安唐皇城墙含光门遗址博物馆,陕西省西安市碑林区甜水井大街南,国家三级
陕西,蓝田县蔡文姬纪念馆,陕西省西安市蓝田县文姬路中段,无级别
陕西,咸阳博物院,陕西省咸阳市渭城区中山街53号,国家二级
陕西,汉中市博物馆,陕西省汉中市汉台区东大街26号,国家二级
陕西,韩城市博物馆,陕西省韩城市金城区学巷45号,国家三级
陕西,汉中民俗博物馆,陕西省汉中市汉台区宗营镇中街村宗柏路,国家三级
陕西,延安新闻纪念馆,陕西省延安市宝塔区宝塔山街道圣地路,国家三级
陕西,洛川会议纪念馆,陕西省延安市洛川县永乡乡冯家村,国家三级
陕西,洛川县博物馆,陕西省延安市洛川县凤栖镇210国道,国家三级
陕西,米脂县博物馆,陕西省榆林市米脂县行宫东路,国家三级
陕西,商洛市博物馆,陕西省商洛市商州区工农路中段,国家三级
陕西,旬阳县博物馆,陕西省安康市旬阳县城关镇人民北路6号,国家三级
陕西,安康博物馆,陕西省安康市汉滨区三桥头鲁家梁梁头,国家三级
陕西,勉县武侯祠博物馆,陕西省汉中市勉县武侯镇,国家三级
陕西,绥德县博物馆,陕西省榆林市绥德县名州镇进士巷13号,国家三级
陕西,蒲城县博物馆,陕西省渭南市蒲城县新开街1号,国家三级
陕西,铜川市玉华博物馆,陕西省铜川市印台区金锁关镇镇玉华村,国家三级
陕西,扶风县博物馆,陕西省宝鸡市扶风县老城区东大街5号,国家三级
陕西,凤翔县博物馆,陕西省宝鸡市凤翔县县城文化路西段,国家三级
陕西,三原县博物馆,陕西省咸阳市三原县东大街33号,国家三级
陕西,陕西蒲城林则徐纪念馆,陕西省西安市渭南市蒲城县杈把巷6号,无级别
陕西,西安高陵奇石博物馆,陕西省西安市高陵区泾高南路与桑军路十字东100米,无级别
陕西,旬阳县红军纪念馆,陕西省安康市旬阳县红军镇红军村一组,无级别
陕西,略阳县灵岩寺博物馆,陕西省汉中市略阳县城南灵岩寺,无级别
陕西,城固县张骞纪念馆,陕西省汉中市城固县博望镇饶家营村,无级别
陕西,延安凤凰山革命旧址,陕西省延安市宝塔区中心街,无级别
陕西,延安杨家岭革命旧址,陕西省延安市宝塔区杨家岭1088号,无级别
陕西,延安枣园革命旧址,陕西省延安市宝塔区枣园镇,无级别
陕西,潼关杨震廉政博物馆,陕西省渭南市潼关县X319,无级别
陕西,蒲城县杨虎城将军纪念馆,陕西省渭南市蒲城县城关镇东槐院巷29号,无级别
陕西,渭华起义纪念馆,陕西省渭南市华州区高塘镇,无级别
陕西,澄城县博物馆,陕西省渭南市澄城县县城东九路2号,无级别
陕西,蒲城县王鼎纪念馆,陕西省渭南市蒲城县达仁巷54号,无级别
陕西,蒲城县清代考院博物馆,陕西省渭南市蒲城县城关镇东槐院巷17号,无级别
陕西,陕西三原于右任纪念馆,陕西省咸阳市三原县西北4公里处的鲁桥镇孟店村,无级别
陕西,武功苏武纪念馆,陕西省咸阳市武功县武功镇龙门村,无级别
陕西,彬县大佛寺石窟博物馆,陕西省咸阳市彬州市城关镇大佛寺村,无级别
陕西,泾阳县博物馆,陕西省咸阳市泾阳县南环路209号,无级别
陕西,周家大院民俗博物馆,陕西省咸阳市三原县鲁桥镇孟店村,无级别
陕西,兴平市杨贵妃墓博物馆,陕西省咸阳市兴平市马嵬街道办西,无级别
陕西,宝鸡先秦陵园博物馆,陕西省宝鸡市凤翔县南指挥镇南指挥村,无级别
陕西,宝鸡民俗博物馆,陕西省宝鸡市渭滨区西宝路12号,无级别
陕西,西安建筑科技大学校史馆（贾平凹文学艺术馆）,陕西省西安市雁塔区雁塔路13号,无级别
陕西,葛牌镇区苏维埃政府纪念馆,陕西省西安市蓝田县葛牌镇葛牌街,无级别
陕西,秦始皇兵马俑博物馆,陕西省西安市临潼区城东,无级别
陕西,西北农林科技大学生命科学学院,无,无级别
陕西,陕西司马迁史记碑林博物馆,陕西省韩城市新城区状元西街,无级别
陕西,咸阳秦渭博物馆,陕西省咸阳市秦都区北上召,无级别
陕西,咸阳清渭楼美术博物馆,陕西省咸阳市渭阳东路清渭楼,无级别
陕西,陕西明善博物馆,陕西省咸阳市秦都区沣东街道办水井路,无级别
陕西,咸阳红色记忆博物馆,陕西省咸阳市秦都区双照镇肖何庙村,无级别
陕西,秦都古陶博物馆,陕西省咸阳市秦都区毛条路,无级别
陕西,毛泽东像章珍藏馆,陕西省咸阳市渭阳西路西延段123号,无级别
陕西,南郑谷林博物馆,陕西省汉中市南郑县南湖风景区内大石园,无级别
陕西,洋县蔡伦纸文化博物馆,陕西省洋县龙亭镇蔡伦墓祠区,无级别
陕西,榆阳区龙文化博物馆,陕西省榆阳区镇川镇黑龙潭,无级别
陕西,佳县赤牛坬民俗博物馆,陕西省榆林市佳县坑镇赤牛坬村1号,无级别
陕西,榆林上郡博物馆,陕西省榆林市人民中路45号,无级别
陕西,陕西观止文化艺术博物馆,陕西省榆林市高新区新开沟百米大道南300米处,无级别
陕西,神木县古麟州博物馆,陕西省神木县体育中心,无级别
陕西,陕西榆林尚古博物馆,陕西省榆林市高新产业园区中兴路北轻工路东,无级别
陕西,碾畔黄河原生态民俗博物馆,陕西省延川县土岗乡碾畔村,无级别
陕西,蒲城李仪祉纪念馆,陕西省蒲城县洛滨镇富源村,无级别
陕西,潼关酱菜博物馆,陕西省潼关县东环路,无级别
陕西,频阳博物馆,陕西省渭南市富平县莲湖大街东段,无级别
陕西,大荔县民俗博物馆,陕西省渭南市大荔县城关镇南七村453号,无级别
陕西,临渭区蒲阳古城文化民俗博物馆,陕西省渭南市临渭区吝店镇蒲阳村,无级别
陕西,富乐国际陶艺博物馆群,陕西省富平乔山路1号,无级别
陕西,宝鸡市乾坤古珍博物馆,陕西省太阳市珠宝古玩城三楼西厅,无级别
陕西,宝鸡华达佛教艺术博物馆,陕西省宝鸡市眉县汤峪大道1号太白印象,无级别
陕西,陕西华厦石刻博物馆,陕西省宝鸡市高新大道59号（百合酒店）,无级别
陕西,西安市雅观陶瓷艺术博物馆,陕西省西安市北二环中段669号,无级别
陕西,西安市大唐青铜镜博物馆,陕西省西安市高新区丈八二路和锦业二路十字逸翠尚府北区70117室,无级别
陕西,西安市曲江红色记忆博物馆,陕西省西安市雁塔区翠华南路808号科泰大厦九楼,无级别
陕西,西安市新美域和镜博物馆,陕西省西安市雁塔区高新一路12号一层,无级别
陕西,西安市高家大院古典服饰博物馆,陕西省西安市北院门144号榜眼府高家大院内,无级别
陕西,高陵县祥顺博物馆,陕西省高陵区南新街,无级别
陕西,西安高陵钱币博物馆,陕西省西安市高陵区榆楚镇政府东仁马路与九横路十字南,无级别
陕西,西安柴窑文化博物馆,陕西省西安市曲江新区雁南三路开元广场西侧古城楼,无级别
陕西,西安曲江大玉坊博物馆,陕西省西安市曲江新区曲江文化创意大厦T34裙楼5栋,无级别
陕西,西安锦业美术博物馆,陕西省西安市高新区锦业路76号,无级别
陕西,西安唐都新碑林艺术博物馆,陕西省大明宫国家遗址公园内考古探索中心东侧,无级别
陕西,长安古钱币博物馆,陕西省西安市雁塔区长安南路300号,无级别
陕西,西安健康博物馆,陕西省西安市西影路178号,无级别
陕西,西安源浩华藏博物馆,陕西省西安市曲江新区唐城墙遗址公园东侧仿古城墙楼华藏阁,无级别
陕西,西安于右任故居纪念馆,陕西省西安市碑林区书院门52号,无级别
陕西,西安毛泽东敬览馆,陕西省西安市长鸣路68号,无级别
陕西,西安曲江富陶国际陶艺博物馆,陕西省西安市大唐芙蓉园南门唐市西曲馆23号,无级别
陕西,西安曲江艺术博物馆,陕西省西安市曲江新区慈恩路66号,无级别
陕西,西安户邑民间艺术博物馆,陕西省芙蓉西路99号唐市街区,无级别
陕西,陕西唐三彩艺术博物馆,陕西省西安市碑林区南二环东段559号晨阳盛世广场八楼,无级别
陕西,陕西万达博物院,陕西省西安市雁塔区雁翔路林带路中段中国唐苑内,无级别
陕西,西安于右任书法艺术博物馆,陕西省西安市未央区玄武路69号锦园新世纪中心广场,无级别
陕西,西安秦砖汉瓦博物馆,陕西省西安市曲江新区雁翔路1号,无级别
陕西,西安美都博物馆,陕西省西安市未央宫街办丰景路中段,无级别
陕西,陕西亮宝楼艺术博物馆,陕西省西安市雁引路35号,无级别
陕西,西安皇家艺术博物馆,陕西省西安市未央区汉城街道办西查村北（石化大道）,无级别
陕西,陕西汉唐石刻博物馆,陕西省西安市高新四路30号枫景观天下1-101,无级别
陕西,西安海棠职业学院中医美容博物馆,陕西省西安市灞桥区东郊水安路30号（海棠学院内）,无级别
陕西,陕西元阳文化博物馆,陕西省西安市南门里顺城巷33号,无级别
陕西,西安经文牛文化陶瓷博物馆,陕西省西安市未央区朱宏路与北二环十字西北角,无级别
陕西,西安大明宫陶瓷艺术博物馆,陕西省西安市自强东路585号,无级别
陕西,韩城市大禹庙博物馆,陕西省韩城市新城区周原村,无级别
陕西,韩城市司马迁墓祠博物馆,陕西省韩城市芝川镇,无级别
陕西,韩城市普照寺博物馆,陕西省韩城市昝村镇西街,无级别
陕西,西北农林科技大学博览园土壤博物馆,陕西省杨凌邰城路北段,无级别
陕西,镇安县博物馆,陕西省镇安县前街171号,无级别
陕西,山阳县博物馆,陕西省山阳县城关镇北新街,无级别
陕西,商南县博物馆,陕西省商南县文化路140号,无级别
陕西,丹凤县博物馆,陕西省丹凤县老街1号,无级别
陕西,洛南县博物馆,陕西省洛南县城关中甫街37号,无级别
陕西,商州区博物馆,陕西省商州区东背街89号,无级别
陕西,汉阴县三沈纪念馆,陕西省安康市汉阴县新街40号,无级别
陕西,白河县博物馆,陕西省白河县卡子镇友爱村,无级别
陕西,安康市藏一角博物馆,陕西省安康市汉滨区香溪路28号,无级别
陕西,汉阴凤堰古梯田,陕西省汉阴县漩涡镇黄龙村,无级别
陕西,佛坪县博物馆,陕西省佛坪县国家级自然保护区管理局院内,无级别
陕西,勉县博物馆,陕西省汉中市勉县三国文化广场三国尊城B座三楼,无级别
陕西,城固县博物馆,陕西省城固县博望街道办事处中山街西城巷（原文化馆内）,无级别
陕西,宁强县博物馆,陕西省宁强县羌州路中段,无级别
陕西,镇巴县博物馆,陕西省镇巴县城新街中段,无级别
陕西,勉县武侯墓博物馆,陕西省汉中市勉县定军山镇,无级别
陕西,略阳县江神庙民俗博物馆,陕西省略阳县城南环路中段,无级别
陕西,洋县文物博物馆,陕西省洋县唐塔北路2号,无级别
陕西,汉中川陕革命根据地纪念馆,陕西省汉中市南郑县黄官镇长岭村,无级别
陕西,留坝县张良庙博物馆,陕西省留坝县留侯镇庙台子村,无级别
陕西,神府革命纪念馆,陕西省神木县神木镇陵园路,无级别
陕西,府谷县古生物化石博物馆,陕西省府谷县府谷镇南门路60号,无级别
陕西,绥德县革命历史纪念馆,陕西省榆林市绥德县疏属山顶,无级别
陕西,米脂县杨家沟革命纪念馆,陕西省榆林市米脂县杨家沟镇杨家沟村扶风寨,无级别
陕西,榆林学院陕北历史文化博物馆,陕西省榆林市崇文路4号榆林学院,无级别
陕西,定边县文博馆,陕西省定边县鼓楼南街文化广场,无级别
陕西,佳县神泉堡革命纪念馆,陕西省榆林市佳县佳芦镇神泉村,无级别
陕西,神木县博物馆,陕西省神木县麟州街第六小学北侧,无级别
陕西,榆林民俗博物馆,陕西省榆林市北大街田丰年巷3号,无级别
陕西,榆林市镇北台长城博物馆,陕西省榆林市北郊镇北台文管所,无级别
陕西,榆林市汉画像石博物馆,陕西省榆林市新建北路世纪广场北一楼,无级别
陕西,子长革命烈士纪念馆,陕西省子长县城安定西路,无级别
陕西,钟山石窟博物馆,陕西省子长县安定镇安定村,无级别
陕西,洛川黄土地质博物馆,陕西省洛川县凤栖镇谷咀村,无级别
陕西,抗大纪念馆,陕西省延安市中心街,无级别
陕西,宜川县博物馆,陕西省宜川县文化活动中心,无级别
陕西,延安西北局革命旧址管理处,陕西省延安市宝塔区南关街花石砭,无级别
陕西,军委二局安塞县纪念馆,陕西省安塞县沿河湾镇碟子沟村,无级别
陕西,延长县红军东征纪念馆,陕西省延长县县城寨山西南麓,无级别
陕西,吴起中央红军长征胜利纪念馆,陕西省吴起县胜利山,无级别
陕西,富县鄜州博物馆,陕西省延安市富县正街县政府广场北侧,无级别
陕西,甘泉县博物馆,陕西省甘泉县城内中心街文博巷,无级别
陕西,安塞县文化文物馆,陕西省安塞县文化艺术中心8-19,无级别
陕西,志丹县保安革命旧址纪念馆,陕西省志丹县红都街050号,无级别
陕西,瓦窑堡革命旧址纪念馆,陕西省子长县中山街151号,无级别
陕西,黄龙县博物馆,陕西省延安市黄龙县环城南路134号文物管理所,无级别
陕西,吴起革命纪念馆,陕西省吴起县城中街,无级别
陕西,延安南区供销合作社纪念馆,陕西省延安市宝塔区柳林镇柳林村,无级别
陕西,陕甘宁边区银行纪念馆,陕西省延安市宝塔区市场沟,无级别
陕西,白水仓颉庙博物馆,陕西省渭南市白水县史官镇街道北,无级别
陕西,富平县文庙博物馆,陕西省富平县城关镇莲湖村老城正街41号,无级别
陕西,习仲勋纪念馆,陕西省富平县淡村镇南北大街西侧500米处,无级别
陕西,合阳县博物馆,陕西省渭南市合阳县东大街02号,无级别
陕西,渭南市临渭区博物馆,陕西省渭南市临渭区老城街95号东邻,无级别
陕西,西岳庙博物馆,陕西省华阴市岳庙街东端,无级别
陕西,陈炉古镇生态博物馆,陕西省铜川市印台区陈炉镇,无级别
陕西,郭秀明纪念馆,陕西省印台区红土镇惠家沟村,无级别
陕西,宜君县博物馆,陕西省宜君县万寿路27号,无级别
陕西,耀州区博物馆,陕西省铜川市耀州区永安路街道学古路34号,无级别
陕西,陕甘边革命根据地照金纪念馆,陕西省铜川市耀州区照金镇,无级别
陕西,药王山博物馆,陕西省铜川市药王山管理局,无级别
陕西,陕西医史博物馆,陕西省咸阳世纪大道中段陕西中医药大学院内,无级别
陕西,咸阳墙体材料博物馆,陕西省咸阳市中华西路建设大厦10楼,无级别
陕西,永寿县博物馆,陕西省永寿县解放街8号县文化馆内,无级别
陕西,陕西水利博物馆,陕西省泾阳县王桥镇,无级别
陕西,马栏革命纪念馆,陕西省咸阳市旬邑县马栏镇马栏村,无级别
陕西,淳化县爷台山战役纪念馆,陕西省淳化县方里镇爷台山,无级别
陕西,安吴青年训练班纪念馆,陕西省咸阳市泾阳县安吴镇安吴村,无级别
陕西,旬邑县唐家民俗博物馆,陕西省旬邑县太村镇唐家村,无级别
陕西,旬邑县博物馆,陕西省旬邑县城东大街,无级别
陕西,淳化县文博馆,陕西省淳化县南新街文博巷,无级别
陕西,“二八”革命暴动纪念馆,陕西省旬邑县城,无级别
陕西,长武县博物馆,陕西省咸阳市长武县东街,无级别
陕西,兴平市博物馆,陕西省兴平市县门街东路29号,无级别
陕西,周陵博物馆,陕西省咸阳市渭城区周陵镇,无级别
陕西,秦都区沙河古桥遗址博物馆,陕西省咸阳市秦都区钓台办,无级别
陕西,秦咸阳宫遗址博物馆,陕西省咸阳市渭城区窑店镇牛羊村,无级别
陕西,宝鸡市渭滨区博物馆,陕西省宝鸡市公园路210号,无级别
陕西,张载纪念馆,陕西省眉县横渠镇西街045号,无级别
陕西,周原博物馆,陕西省宝鸡市扶风县法门镇,无级别
陕西,岐山县博物馆,陕西省岐山县城北大街,无级别
陕西,宝鸡北首岭博物馆,陕西省宝鸡市群建巷17号,无级别
陕西,宝鸡大唐秦王陵博物馆,陕西省宝鸡市金台区陵原村东侧,无级别
陕西,西安市非物质文化遗产博物馆,陕西省西安市文艺路197号,无级别
陕西,汪锋故居纪念馆,陕西省西安市蓝田县九间房镇街子村,无级别
陕西,西安浐灞生态区城建博物馆,陕西省西安浐灞大道1号商务中心内,无级别
陕西,高陵区防震减灾科普馆,陕西省西安市高陵区昭慧路362号,无级别
陕西,西安交通大学博物馆,陕西省西安市咸宁西路28号,无级别
陕西,第四军医大学口腔医学博物馆,陕西省西安市长乐西路145号第四军医大学口腔医学院北院,无级别
陕西,西安市青龙寺遗址博物馆,陕西省西安市雁塔区西影路铁炉庙村北1号,无级别
陕西,临潼区鸿门宴博物馆,陕西省西安市临潼区新丰街办鸿门宴路1号,无级别
陕西,陕西钱币博物馆,陕西省西安市高新路49号,无级别
陕西,西安钱币博物馆,陕西省西安市西大街188号,无级别
陕西,蓝田猿人遗址博物馆,陕西省西安市蓝田县九间房镇公王岭,无级别
陕西,西安大华博物馆,陕西省西安市太华南路251号,无级别
陕西,西安金威啤酒博物馆（雪花啤酒文化博物馆）,陕西省西安市经济技术开发区凤城十二路99号,无级别
陕西,蓝田水陆庵壁塑博物馆,陕西省西安市蓝田县普化镇河湾村,无级别
陕西,秦二世陵遗址博物馆,陕西省西安市曲江新区曲江池南路252号,无级别
陕西,西安工程大学纺织服装博物馆,陕西省西安市临潼区陕鼓大道58号,无级别
陕西,陕西体育博物馆,陕西省西安市雁塔区丈八东路303号,无级别
陕西,西安市秦阿房宫遗址博物馆,陕西省西安市王寺东街172号,无级别
陕西,长安大学地质博物馆,陕西省西安市雁塔路126号地学科技大厦,无级别
陕西,西安市长安博物馆,陕西省西安市长安区西长安街84号,无级别
陕西,陕西师范大学博物馆,陕西省西安市长安区西长安街620号,无级别
陕西,西北大学博物馆,陕西省西安市碑林区太白北路229号,无级别
陕西,汉长安城遗址陈列馆,陕西省西安市未央区未央宫街道办邓六路中段,无级别
陕西,陕西科学技术馆,陕西省西安市东新街252号,无级别
陕西,周至博物馆,陕西省周至县城中心街,无级别
陕西,仙游寺博物馆,陕西省西安市周至县马召镇金盆水库北山梁,无级别
陕西,西安市临潼区扁鹊纪念馆,陕西省西安市临潼区代王街道办事处陈东村,无级别
陕西,西安市长安民居博物馆,陕西省西安市长安区王曲街办马厂村,无级别
陕西,西安市长安区杜甫纪念馆,陕西省西安市长安区,无级别
陕西,华清池唐华清宫御汤遗址博物馆,陕西省西安市临潼区华清路38号,无级别
陕西,丰镐遗址车马坑陈列馆,陕西省西安市长安区马王镇沣京中路10号,无级别
陕西,汉长安城遗址长乐宫四、五号遗址陈列馆,陕西省西安市未央区未汉城街道办罗家寨村,无级别
陕西,西安中国书法艺术博物馆,陕西省西安市自强东路585号,无级别
陕西,西安市钟鼓楼博物馆,陕西省西安市北大街2号金钟大厦B座833室,无级别
陕西,岐山县五丈原诸葛亮庙博物馆,陕西省岐山县蔡家坡镇五丈原村,无级别
陕西,岐山县周原博物馆,陕西省岐山县京当镇贺家村,无级别
上海,上海博物馆,上海市黄浦区人民大道201号,国家一级
上海,中国共产党第一次全国代表大会会址纪念馆,上海市黄浦区兴业路76号,国家一级
上海,上海科技馆,上海市浦东新区世纪大道2000号,国家一级
上海,上海鲁迅纪念馆,上海市虹口区甜爱路200号,国家一级
上海,上海自然博物馆,上海市静安区山海关路399号,无级别
上海,上海美术馆,上海市浦东新区耀华路205号,无级别
上海,上海公安博物馆,上海市徐汇区瑞金南路518号,国家二级
上海,上海宋庆龄故居纪念馆,上海市徐汇区淮海中路1843号,国家二级
上海,上海孙中山故居纪念馆,上海市黄浦区香山路7号,国家二级
上海,上海豫园,上海市黄浦区豫园老街279号,无级别
上海,上海市银行博物馆,上海市黄浦区复兴东路301号,国家三级
上海,上海玻璃博物馆,上海市宝山区长江西路685号,无级别
