地区,名称,地址,级别
上海,上海中国航海博物馆,上海市浦东新区申港大道197号,无级别
上海,上海市松江区博物馆,上海市松江区中山东路233号,国家二级
上海,陈云纪念馆,上海市青浦区练塘镇朱枫公路3516号,国家二级
上海,上海市青浦区博物馆,上海市青浦区华青南路1000号,国家二级
上海,上海韬奋纪念馆,上海市黄浦区重庆南路205弄53-54号,国家三级
上海,张充仁纪念馆,上海市闵行区七宝镇蒲溪广场75号,国家三级
上海,浦东新区南汇博物馆,上海市浦东新区惠南镇文师街18号,国家三级
上海,上海市金山区博物馆,上海市金山大道1800号,国家三级
上海,上海市闵行区博物馆,上海市名都路85号,国家三级
上海,上海工艺美术博物馆,上海市汾阳路79号,国家三级
上海,上海淞沪抗战纪念馆,上海市友谊路1号,国家三级
上海,嘉定博物馆,上海市嘉定区嘉定镇博乐路215号,国家二级
上海,上海张闻天故居,上海浦东新区施湾镇邓三村,无级别
上海,上海当代艺术博物馆,无,无级别
上海,上海农垦博物馆,上海市奉贤五四公路1256号,无级别
上海,上海知青博物馆,上海市海湾旅游区海乐路200号3号楼,无级别
上海,上海市青浦区任屯血防陈列馆,上海市青浦区金泽镇任屯村111号,无级别
上海,上海福寿园人文纪念馆,上海市青浦区外青松公路7270弄600号东区,无级别
上海,上海国际酒文化博物馆,上海市佘天昆公路辰山植物园内（辰山植物园3号门）,无级别
上海,上海立信会计学院中国会计博物馆,上海市松江区文翔路2800号,无级别
上海,上海电线电缆博物馆,上海市漕廊公路2888号,无级别
上海,上海南社纪念馆,上海市金山区张堰镇新华路139号,无级别
上海,上海翥云艺术博物馆,上海市安亭镇新源路1375号,无级别
上海,四海壶具博物馆,上海市曹安路1798号,无级别
上海,上海金刚博物馆,上海市浦东南六公路433号2楼3楼,无级别
上海,上海蔡伯昌老彩票博物馆,上海市张江镇沔北路58弄188-1号(迁址中）,无级别
上海,上海艺术礼品博物馆,上海市延安西路1731号（天山公园内）,无级别
上海,上海东方地质科普馆,上海市浦东新区祝桥镇江镇路新龙村新龙宅100号,无级别
上海,上海震旦博物馆,上海市浦东新区富城路99号,无级别
上海,历道证券博物馆,上海市浦东新区陆家嘴环路958号华能联合大厦13楼,无级别
上海,上海动漫博物馆,上海市张江路69号,无级别
上海,上海美特斯邦威服饰博物馆,上海市康桥东路800号,无级别
上海,上海翰林匾额博物馆,上海市青浦区朱家角东井街122号,无级别
上海,上海民族乐器博物馆,上海市七宝镇联明路400号,无级别
上海,上海中国留学生博物馆,上海市茸梅路1177弄7号,无级别
上海,沈尹默故居,上海市海伦路504号,无级别
上海,上海童涵春堂中药博物馆,上海市豫园新路20号（豫园商城内）,无级别
上海,上海民政博物馆,上海市普育西路105号,无级别
上海,上海琉璃艺术博物馆,上海市泰康路25号,无级别
上海,上海周虎臣曹素功笔墨博物馆,上海市福州路429号,无级别
上海,上海眼镜博物馆,上海市宝昌路533号,无级别
上海,上海纺织博物馆,上海市澳门路150号,无级别
上海,上海老照相机制造博物馆,上海市安福路300号3楼,无级别
上海,上海汽车博物馆,上海市安亭博园路7565号,无级别
上海,上海解放纪念馆,上海市宝山区宝杨路599号,无级别
上海,中国左翼作家联盟成立大会会址纪念馆,上海市虹口区多伦路201弄2号,无级别
上海,中共三大后中央局机关历史纪念馆,上海市闸北区浙江北路118号,无级别
上海,上海消防博物馆,上海市中山西路229号,无级别
上海,上海交通大学董浩云航运博物馆,上海市华山路1954号,无级别
上海,上海电信博物馆,上海市延安东路34号,无级别
上海,上海三山会馆管理处,上海市中山南路1551号,无级别
上海,中国社会主义青年团中央机关旧址纪念馆,上海市黄浦区淮海中路567弄1—7号,无级别
上海,中国共产党代表团驻沪办事处纪念馆,上海市卢湾区思南路71号,无级别
上海,上海（中医药大学）中医药博物馆,上海市蔡伦路1200号,无级别
上海,上海吴昌硕纪念馆,上海市浦东新区陆家嘴东路15号,无级别
上海,新场历史文化陈列馆,上海市新场镇新场大街367号,无级别
上海,崇明县博物馆,上海市城桥镇鳌山路696号,无级别
上海,上海市奉贤区博物馆,上海市南桥镇解放东路871号3楼,无级别
上海,上海天文博物馆,上海市松江区西佘山顶,无级别
上海,顾维钧生平陈列室,上海市嘉定镇南大街349号,无级别
上海,嘉定竹刻博物馆,上海市嘉定镇南大街321号,无级别
上海,上海地铁博物馆,上海市吴中路1779号,无级别
上海,南京路上好八连事迹展览馆,上海市上大路55号,无级别
上海,海军上海博览馆,上海市宝山区塘后路68号,无级别
上海,上海市陶行知纪念馆,上海市宝山区武威东路76号,无级别
上海,上海海洋大学博物馆,上海市军工路318号,无级别
上海,上海理工大学印刷博物馆,上海市杨浦区水丰路100号,无级别
上海,复旦大学博物馆,上海市杨浦区邯郸路220号,无级别
上海,上海杨浦法院博物馆,上海市河间路29号,无级别
上海,上海中国烟草博物馆,上海市杨浦区长阳路728号,无级别
上海,上海院士风采馆,上海市国顺东路369号,无级别
上海,国歌展示馆,上海市荆州路151号,无级别
上海,上海犹太难民纪念馆,上海市虹口区长阳路62号,无级别
上海,上海邮政博物馆,上海市北苏州路250号,无级别
上海,李白烈士故居,上海市黄渡路107弄15号,无级别
上海,中共四大纪念馆,上海市虹口区四川北路1468号,无级别
上海,上海四行仓库抗战纪念馆,上海市静安区光复路,无级别
上海,上海铁路博物馆,上海市天目东路200号,无级别
上海,苏州河工业文明展示馆,上海市光复西路2690号,无级别
上海,顾正红纪念馆,上海市普陀区澳门路300号,无级别
上海,上海体育学院中国武术博物馆,上海市长海路399号,无级别
上海,上海凝聚力工程博物馆,上海市长宁路878号,无级别
上海,上海（东华大学）纺织服饰博物馆,上海市延安西路1882号,无级别
上海,宋庆龄生平事迹陈列馆,上海市宋园路21号,无级别
上海,上海儿童博物馆,上海市宋园路61号,无级别
上海,上海市长宁区革命文物陈列馆,上海市愚园路1376弄34号,无级别
上海,上海电影博物馆,上海市漕溪北路595号,无级别
上海,钱学森图书馆,上海市华山路1800号,无级别
上海,上海交通大学校史博物馆,上海市华山路1954号,无级别
上海,上海音乐学院东方乐器博物馆,上海市高安路18弄20号,无级别
上海,上海师范大学博物馆,上海市桂林路100号,无级别
上海,中国科学院上海昆虫博物馆,上海市枫林路300号,无级别
上海,上海龙华烈士纪念馆,上海市徐汇区龙华西路180号,无级别
上海,上海土山湾博物馆,上海市蒲汇塘路55-1号,无级别
上海,徐光启纪念馆,上海市徐汇区南丹路17号,无级别
上海,上海市黄道婆纪念馆,上海市徐汇区徐梅路700号,无级别
上海,中共二大会址纪念馆,上海市静安区老成都北路7弄30号,无级别
上海,上海毛泽东旧居陈列馆,上海市静安区茂名北路120弄5-9号,无级别
上海,上海蔡元培故居陈列馆,上海市华山路303弄16号,无级别
上海,中国劳动组合书记部旧址陈列馆,上海市成都北路893弄3-7号,无级别
上海,中共上海地下组织斗争史陈列馆,上海市愚园路81号,无级别
上海,江南造船博物馆,上海市黄浦区鲁班路600号,无级别
上海,上海隧道科技馆,上海市中华路268号,无级别
上海,上海市外滩历史纪念馆,上海市黄浦区中山东一路475号,无级别
上海,上海崧泽遗址博物馆,上海市赵巷镇沪青平公路3993号,无级别
上海,上海元代水闸遗址博物馆,上海市延长西路619号,无级别
上海,高桥历史文化陈列馆,上海市高桥镇义王路1号,无级别
四川,四川博物院,四川省成都市青羊区浣花南路251号,国家一级
四川,成都杜甫草堂博物馆,四川省成都市青羊区青华路37号,国家一级
四川,自贡恐龙博物馆,四川省自贡市大安区大山铺238号,国家一级
四川,成都武侯祠博物馆,四川省成都市武侯区武侯祠大街231号,国家一级
四川,成都金沙遗址博物馆,四川省成都市青羊区金沙遗址路2号,国家一级
四川,成都川菜博物馆,四川省成都市郫都区古城镇荣华北巷8号,国家三级
四川,四川广汉三星堆博物馆,四川省德阳市广汉市西安路133号,国家一级
四川,成都市博物馆,四川省成都市青羊区天府广场西侧,无级别
四川,广安邓小平故居陈列馆,四川省广安市广安区协兴镇,国家一级
四川,成都永陵博物馆,四川省成都市金牛区永陵路10号,国家二级
四川,四川宋瓷博物馆,四川省遂宁市船山区西山路613号,国家二级
四川,朱德故居纪念馆,四川省南充市仪陇县马鞍镇大弯路47号,国家二级
四川,大邑县刘氏庄园博物馆,四川省成都市大邑县安仁镇金桂街15号,国家三级
四川,四川省建川博物馆,四川省成都市大邑县安仁镇迎宾路,国家三级
四川,成都华希昆虫博物馆,四川省成都市都江堰市青城山镇青城大道1号附1号,国家三级
四川,眉山三苏祠博物馆,四川省眉山市东坡区纱縠行南段72号,国家二级
四川,明蜀王陵博物馆,四川省成都市龙泉驿区十陵镇大梁村,无级别
四川,成都蜀锦织绣博物馆,四川省成都市青羊区草堂东路2号,无级别
四川,成都水井坊博物馆,四川省成都市锦江区水井街19号,无级别
四川,四川省鹿野苑私立石刻艺术博物馆,四川省成都市郫都区新民场镇云桥村,无级别
四川,成都川剧艺术博物馆,四川省成都市锦江区华兴正街54号,无级别
四川,泸州市博物馆,四川省泸州市江阳区江阳西路37号,国家二级
四川,新都杨升庵博物馆,四川省成都市新都区新都镇桂湖中路109号,国家二级
四川,自贡市盐业历史博物馆,四川省自贡市自流井区解放路107号,国家一级
四川,四川易园园林艺术博物馆,四川省成都市金牛区金泉路8号,国家三级
四川,彭州市博物馆,四川省成都市彭州市天彭镇西干道西段,国家三级
四川,皇泽寺博物馆,四川省广元市利州区上西则天路,国家三级
四川,内江市张大千纪念馆,四川省内江市东兴区东桐路圆顶山,国家三级
四川,射洪县书画博物馆,四川省遂宁市射洪县太和镇宏达家鑫路上段35号,国家三级
四川,川陕革命根据地博物馆,四川省巴中市红碑路南龛段42号,国家三级
四川,渠县历史博物馆,四川省达州市渠县渠江镇和平街93号文庙内,国家三级
四川,红四方面军总指挥部旧址纪念馆,四川省巴中市通江县文庙街29号,国家三级
四川,凉山彝族奴隶社会博物馆,四川省凉山彝族自治州西昌市西门坡街47号,国家三级
四川,陈毅纪念馆,四川省资阳市乐至县园林路,国家三级
四川,荥经县博物馆,四川省雅安市荥经县严道镇民主路129号,国家三级
四川,宜宾市赵一曼纪念馆,四川省宜宾市翠屏区翠屏公园内,国家三级
四川,知识青年上山下乡西昌纪念馆,四川省凉山彝族自治州西昌市月华乡,无级别
四川,江油市李白纪念馆,四川省绵阳市江油市文风街1号,无级别
四川,平武报恩寺博物馆,四川省绵阳市平武县龙安镇北街63号,无级别
四川,黄继光纪念馆,四川省德阳市中江县凯江镇东河路下段1号,无级别
四川,况场朱德旧居陈列馆,四川省泸州市江阳区况场镇宜民街,无级别
四川,中国彩灯博物馆,四川省自贡市自流井区公园路6号,无级别
四川,什邡市博物馆,四川省什邡市什邡广场,国家三级
四川,大熊猫动物博物馆,四川省成都市成华区外北熊猫大道1375号,无级别
四川,大熊猫博物馆,四川省成都市成华区外北三环熊猫大道1375号成都大熊猫繁育研究基地内,无级别
四川,成都泰迪熊博物馆,四川省成都市,无级别
四川,成都市“万众一心、众志成城”抗震救灾主题展览馆,四川省成都市大邑县,无级别
四川,成都三和老爷车博物馆,四川省成都市高新区机场路新园南一路2号,无级别
四川,成都市郫县益园民俗博物馆,四川省成都市郫县友爱镇农科村,无级别
四川,成都芷萱阁微雕博物馆,四川省成都市二环路西二段77号,无级别
天津,天津博物馆,河西区,国家一级
天津,天津自然博物馆,河西区,国家一级
天津,周恩来邓颖超纪念馆,南开区,国家一级
天津,天津美术馆,河西区,国家一级
天津,李叔同故居纪念馆,河北区,国家一级
天津,元明清天妃宫遗址博物馆,河东区,国家二级
天津,天津科学技术馆,河西区,无级别
